Age,Gender,Location,Language,Education Level,Likes and Reactions,Followed Accounts,Device Usage,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),Income Level,Top Interests,Segment,PCA1,PCA2
45-54,Male,Urban,Spanish,PhD,1042,67,Mobile + Desktop,4.6,3.2,0.209,0.097,166,40k-60k,"['Gourmet Cooking', 'Investing and Finance']",1,-1.6422438890146327,2.4131890297608236
25-34,Male,Urban,Hindi,High School,4720,311,Mobile Only,1.4,5.3,0.02,0.091,99,40k-60k,"['Gaming', 'Gourmet Cooking', 'Software Engineering', 'Data Science']",3,-1.1193484401870157,1.949055871191322
25-34,Male,Urban,English,High School,5820,331,Mobile Only,4.9,5.8,0.023,0.095,13,40k-60k,"['Fitness and Wellness', 'Gaming', 'Pet Care', 'Music Production']",3,-0.8630196455253112,1.6936838212105099
25-34,Female,Urban,Spanish,Technical,6453,34,Desktop Only,3.8,3.8,0.107,0.083,98,100k+,['Gourmet Cooking'],0,1.4507244269096935,2.859890391311202
25-34,Male,Suburban,English,High School,5057,82,Mobile + Desktop,4.0,7.1,0.034,0.035,88,20k-40k,"['DIY Crafts', 'Fashion Modelling', 'Eco-Friendly Living', 'Software Engineering']",1,-1.9673199051272512,-1.1906042122801268
45-54,Male,Rural,English,Bachelor,9245,382,Mobile + Desktop,3.5,3.9,0.228,0.091,25,60k-80k,"['Data Science', 'Investing and Finance']",1,-1.5346850100488088,0.34077328591449796
25-34,Male,Suburban,Spanish,Bachelor,9594,420,Mobile + Desktop,2.6,3.8,0.118,0.098,29,100k+,['Gaming'],1,-0.8724224634677833,0.9681073805168663
35-44,Male,Urban,Mandarin,Master,3481,138,Tablet,3.1,1.3,0.142,0.035,106,60k-80k,"['DIY Crafts', 'Fitness and Wellness', 'Software Engineering', 'Gourmet Cooking']",3,-2.1153088012232613,0.2392099141684911
35-44,Male,Urban,English,Technical,5939,96,Desktop Only,0.7,4.9,0.232,0.026,126,20k-40k,"['Investing and Finance', 'Software Engineering', 'Data Science', 'Fitness and Wellness']",3,-2.0522528613469846,1.593950133356453
45-54,Female,Rural,English,Master,2980,339,Mobile Only,3.3,6.0,0.133,0.055,176,40k-60k,"['Data Science', 'Travel and Adventure']",4,1.636160461297338,-0.6638964580737302
55-64,Male,Suburban,Hindi,Bachelor,4987,435,Tablet,3.3,1.8,0.088,0.019,29,20k-40k,"['Gourmet Cooking', 'Fitness and Wellness', 'DIY Crafts']",3,-1.3288869993199934,-0.19441899758498324
45-54,Male,Rural,Mandarin,Master,645,445,Tablet,4.5,3.1,0.199,0.003,141,40k-60k,"['Fashion Modelling', 'Reading and Literature', 'Gardening', 'Eco-Friendly Living']",3,-1.6626479712072177,-1.7048982337003484
25-34,Male,Suburban,English,Technical,2027,162,Tablet,2.8,6.5,0.111,0.095,107,20k-40k,"['Investing and Finance', 'Photography', 'Travel and Adventure', 'Fashion Modelling']",3,-1.3171257075516034,-1.5050559502909393
18-24,Female,Urban,Hindi,Technical,4252,191,Tablet,0.8,3.6,0.08,0.093,158,60k-80k,['Investing and Finance'],2,1.4096021936532506,1.0294112176518821
25-34,Male,Rural,Mandarin,High School,104,134,Desktop Only,1.9,2.7,0.181,0.016,61,0-20k,"['Reading and Literature', 'Music Production']",3,-1.8370168495107857,-1.4474772097747193
35-44,Male,Rural,Spanish,PhD,5633,76,Mobile + Desktop,3.5,5.7,0.2,0.041,41,40k-60k,['Music Production'],1,-2.186586935545468,0.37338696932966986
18-24,Female,Urban,Spanish,High School,9654,15,Mobile Only,1.6,2.4,0.198,0.083,20,40k-60k,"['Fashion Modelling', 'Fitness and Wellness', 'Software Engineering']",0,0.820380686485859,1.7322463577152216
35-44,Male,Rural,Hindi,Technical,5478,134,Mobile Only,1.8,7.3,0.244,0.066,41,100k+,"['Music Production', 'Pet Care', 'Fashion Modelling', 'Digital Marketing']",3,-1.2234322527638006,-0.06994635517104605
35-44,Female,Suburban,Spanish,Bachelor,6333,323,Tablet,4.2,1.7,0.197,0.039,80,80k-100k,"['Travel and Adventure', 'Gardening']",0,1.3609108379774357,-1.7880162636372352
25-34,Female,Suburban,English,Bachelor,2763,335,Tablet,3.1,5.9,0.192,0.074,156,20k-40k,"['DIY Crafts', 'Travel and Adventure', 'Digital Marketing']",2,1.412395089565,-1.835488526984679
45-54,Male,Suburban,Mandarin,High School,9565,62,Desktop Only,2.8,4.5,0.214,0.09,30,40k-60k,"['Fashion Modelling', 'Pet Care', 'Data Science', 'Travel and Adventure']",3,-1.3696263507750543,-0.47322317824570354
18-24,Female,Suburban,English,Technical,3426,75,Tablet,1.9,7.1,0.0,0.093,24,20k-40k,"['Reading and Literature', 'Digital Marketing', 'Eco-Friendly Living']",2,1.4578362542651335,-2.350612407380829
18-24,Male,Urban,English,Bachelor,3759,323,Mobile Only,3.8,1.9,0.091,0.038,141,100k+,"['Gourmet Cooking', 'Fashion Modelling', 'Software Engineering', 'Investing and Finance']",3,-1.2288702548361605,0.9262966108749299
45-54,Male,Rural,Spanish,Technical,1231,91,Mobile Only,1.8,5.7,0.184,0.017,107,20k-40k,"['Software Engineering', 'Pet Care', 'DIY Crafts']",3,-1.8127486324338213,0.042020183000621325
35-44,Female,Suburban,English,Bachelor,4863,96,Mobile + Desktop,3.8,5.0,0.15,0.091,33,0-20k,"['Pet Care', 'Gourmet Cooking', 'Eco-Friendly Living', 'Music Production']",2,1.54665050036342,-0.744023219512681
45-54,Male,Urban,Spanish,Technical,6837,11,Mobile + Desktop,0.8,4.4,0.044,0.009,35,80k-100k,"['Investing and Finance', 'Gardening']",1,-1.4734471037184178,2.0973250852547904
35-44,Female,Rural,Mandarin,Master,5192,213,Mobile Only,4.4,4.4,0.076,0.072,23,40k-60k,['Travel and Adventure'],4,1.2966804447490716,-0.9635539116652124
25-34,Female,Rural,Mandarin,Technical,6122,159,Mobile Only,2.7,6.1,0.084,0.014,152,0-20k,"['Data Science', 'Investing and Finance', 'Photography', 'Eco-Friendly Living']",4,1.4269722169718095,-0.3844067110579051
55-64,Female,Urban,English,Technical,3259,302,Desktop Only,2.5,7.6,0.142,0.039,31,80k-100k,"['Gardening', 'Fitness and Wellness', 'Photography', 'Music Production']",0,1.6466239303819143,1.4204278038572848
45-54,Female,Urban,Hindi,High School,6259,413,Desktop Only,3.2,1.6,0.208,0.041,98,60k-80k,"['Travel and Adventure', 'Photography', 'Reading and Literature']",4,1.4017756969836443,1.4740149547952894
45-54,Female,Suburban,Spanish,Master,7418,112,Mobile Only,3.3,1.1,0.233,0.016,89,80k-100k,"['Travel and Adventure', 'Pet Care']",0,1.959354666402133,-0.8754248056022962
25-34,Male,Rural,Spanish,PhD,8545,33,Tablet,1.1,6.6,0.188,0.092,48,20k-40k,['Fashion Modelling'],3,-2.0796812085538443,-0.6163582282764534
35-44,Female,Rural,English,High School,5407,377,Mobile + Desktop,3.9,1.8,0.211,0.0,167,60k-80k,"['Reading and Literature', 'Music Production', 'Fitness and Wellness', 'Fashion Modelling']",4,0.4904704694042717,-1.308696299739641
25-34,Female,Urban,Spanish,PhD,8620,221,Mobile Only,1.7,7.9,0.118,0.089,117,40k-60k,"['Investing and Finance', 'Fashion Modelling']",0,1.3994638409548854,1.998380375240913
18-24,Female,Rural,Spanish,Bachelor,3144,74,Tablet,4.6,5.3,0.097,0.088,154,100k+,"['Data Science', 'Fitness and Wellness', 'Eco-Friendly Living']",0,1.0649285918735272,-0.5440500510956111
55-64,Female,Suburban,Hindi,PhD,9712,458,Mobile Only,4.2,5.6,0.098,0.032,78,100k+,['Gardening'],2,2.3104488925422224,-0.270603228006937
18-24,Male,Rural,Hindi,Technical,5736,218,Mobile + Desktop,2.1,2.4,0.154,0.07,91,100k+,"['Investing and Finance', 'Data Science', 'Photography', 'Gourmet Cooking']",1,-1.396638488839602,1.1982337110517243
65+,Male,Urban,English,PhD,2992,260,Mobile + Desktop,4.1,2.7,0.031,0.025,147,60k-80k,"['Data Science', 'Eco-Friendly Living', 'Gaming', 'Travel and Adventure']",1,-1.6981929260842543,1.0794898852950345
35-44,Female,Urban,Hindi,High School,5388,394,Desktop Only,2.1,5.6,0.145,0.076,98,40k-60k,"['Data Science', 'DIY Crafts', 'Gaming']",4,1.1042600972992072,2.0387866740235303
